pathway	SRR6153522	SRR6153523	SRR6153525	SRR6153529	SRR6153530	SRR6153531	SRR6153532	SRR6153536	SRR6153547	SRR6153548	SRR6153549	SRR6153550	SRR6153551	SRR6153552	SRR6153553	SRR6153554	SRR6153555	SRR6153556	SRR6153557	SRR6153583	SRR6153584	SRR6153594	SRR6153595	SRR6153596	SRR6153597	SRR6153598	SRR6153599	SRR6153600	SRR6153601	SRR6153616	SRR6153617	SRR6153622	SRR6153623	SRR6153633	SRR6153634	SRR6153635	SRR6153636	SRR6153638	SRR6153639	SRR6153640	SRR6153641	SRR6153642	SRR6153643	SRR6153645	SRR6153646	SRR6153648	SRR6153651	SRR6153652	SRR6153655	SRR6153660	SRR6153663	SRR6153664	SRR6153667	SRR6153668	SRR6153669	SRR6153674	SRR6153675	SRR6153686	SRR6153687	SRR6153688	SRR6153689	SRR6153690	SRR6153691	SRR6153692	SRR6153693	SRR6153694	SRR6153695	SRR6153696	SRR6153697	SRR6153698	SRR6153699	SRR6153700	SRR6153712	SRR6153715	SRR6153718	SRR6153720	SRR6153723	SRR6153725	SRR6153738	SRR6153748	SRR6153755	SRR6153756	SRR6153757	SRR6153772	SRR6153773	SRR6153780	SRR6153781	SRR6153782	SRR6153783	SRR6153784	SRR6153785	SRR6153786	SRR6153787	SRR6153788	SRR6153789	SRR6153790	SRR6153791	SRR6153794	SRR6153795	SRR6153796	SRR6153797	SRR6153798	SRR6153799	SRR6153800	SRR6153807	SRR6153813	SRR6153818	SRR6153830	SRR6153831	SRR6153838	SRR6153841	SRR6153845	SRR6153846	SRR6153847	SRR6153850	SRR6153851	SRR6153856	SRR6153857	SRR6153864	SRR6153865
HCAMHPDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.543999999999999	8.543999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	8.666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	12.875634517766498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4999999999999996
HEME-BIOSYNTHESIS-II	27.499721820407256	21.7335192779895	0.0	141.13882490210378	118.97883553738225	21.25010790168228	95.45560839078254	122.9006177572084	41.11271455571148	66.7354501373227	17.257564926418073	42.81745909083431	88.00690536618218	67.93630047040303	15.288387033095429	12.355727151701682	61.67592372202359	56.715417155273826	27.66350813692509	123.80742072690846	123.78388218142447	174.18846904876693	161.81179561136705	9.681840818179573	0.0	123.80519085675938	182.91256845877226	44.26268279365832	24.043163386293575	56.42863753913372	24.048258639518156	62.52075382187886	54.20875883971669	13.643907525021461	0.0	51.66383943590458	674.9332411831375	18.508223883420445	3.3265921905208744	6.845001342733451	46.814451363880714	81.13883334023073	12.361107913108949	59.012025660374455	75.16531336810392	348.7251533377896	332.1868820011037	0.0	8.881595672900104	127.51266052534936	160.74628854970913	267.72663862750426	16.276648733761085	0.0	0.0	123.15786205540847	97.83702597575213	9.534096867491709	0.0	116.02311012916243	111.67139654968051	23.43441605253557	36.81487740126218	87.97952050386095	85.00043012453308	86.40098933617043	102.93392133417429	211.9578760813235	199.01284190013698	58.35418033989692	26.906860905830083	39.29348331705802	97.73715398706403	20.977898473235495	89.92733895448305	150.4317466576206	45.580021644798045	99.30807480840348	104.07232762816697	5.8175693696964546	42.6983542630175	43.62180394051679	49.990323631142395	0.0	47.56278662841308	12.641605853129835	12.137867198742642	36.49231203233992	215.91550677969582	35.88909889753969	43.877721271913366	183.6951293141969	198.94874287654736	24.330282234279675	35.020729785795794	49.979301581983236	4.189528758124286	39.96237248503997	38.808453429677265	59.22675196560501	63.53365820824412	90.18324781110594	35.46947593878287	9.134158410063046	64.67510062011061	7.976527721570214	166.39292435156455	123.2944027861944	65.26223469552029	197.00087895227966	274.7143764549596	0.0	56.287332529716636	17.301974606132568	45.32694726381977	25.85559628480856	4.8940598880688615	140.50117862257557	20.808270448672207	75.48441580891317
HEME-BIOSYNTHESIS-II-1	46.218108745626836	41.6618324399721	44.254750944856504	141.13882490210378	165.086014891673	86.01227249632885	95.45560839078254	122.9006177572084	43.150704368440316	64.5500511496782	16.856495771804433	41.19979180160921	57.5663480900831	45.94839418222832	14.464689763543435	11.669151656647564	53.12337450625665	52.814886182963676	12.75328680260937	51.51138608463413	44.62402692334403	117.2768062402321	134.93398513100692	8.76989753389851	0.0	123.80519085675938	182.91256845877226	48.26592207677353	24.043163386293575	6.013788160999824	38.45311153114846	53.28956323573815	47.87241591812199	16.62658599228527	0.0	4.136375770851531	156.32650788462007	24.594245969832883	0.0	7.235961505722713	48.1088120783733	81.13883334023073	11.369039766701663	59.012025660374455	35.8572356040316	106.73515815135192	151.38059057834286	0.0	5.984372015489069	90.81028735473247	112.21974575219569	128.9166962160986	14.806697882897417	0.0	0.0	36.748648765936295	43.84375551691388	6.885639963992513	0.0	76.7677166452516	98.45006266811542	12.876949598640737	19.452869232932603	72.74908201754748	70.59640246365475	41.02050090409795	96.64550470286665	126.6517063623334	124.09009467889777	26.676672593362092	33.72171207910968	39.29348331705802	76.29343068979333	14.600457988952453	89.92733895448305	150.4317466576206	43.5991120829606	99.30807480840348	50.36539104575701	5.840147428437943	42.85820531416892	33.99886648013285	41.46732749080105	0.0	23.94690715757882	25.22446763743436	14.637530926624887	24.77332708136467	154.11665250127928	127.16799103383353	56.33215834700541	92.66917536476713	142.41759040366523	22.288013360543246	29.392169558037562	47.41141689066725	4.129597859044983	21.969709711146795	29.811409258647352	98.9657805116825	74.74688542840687	40.0149275961096	39.88222622602113	6.092071429477756	49.39297218264729	7.976527721570214	77.82881936413094	123.2944027861944	76.48814277288582	14.465476594960093	42.40940558990312	0.0	25.306204075609248	11.032044377969026	41.816888214153174	25.85559628480856	69.78691152991014	96.17378988498241	23.38625807420612	75.48441580891317
HEMESYN2-PWY	46.218108745626836	41.6618324399721	44.254750944856504	126.5117262375048	165.086014891673	86.01227249632885	61.11282813959609	116.19797517513642	43.150704368440316	64.5500511496782	16.856495771804433	41.19979180160921	34.579434528067615	45.94839418222832	14.464689763543435	11.669151656647564	53.12337450625665	52.814886182963676	12.75328680260937	24.494662423880115	35.106036656108174	117.2768062402321	134.93398513100692	8.76989753389851	0.0	58.54360759326005	47.94649514995935	48.26592207677353	12.059687854900647	6.013788160999824	38.45311153114846	53.28956323573815	47.87241591812199	16.62658599228527	0.0	4.136375770851531	156.32650788462007	24.594245969832883	0.0	7.235961505722713	48.1088120783733	75.7583166272749	11.369039766701663	52.800208908069564	35.8572356040316	20.7070066562007	66.58969172736953	0.0	0.0	90.81028735473247	112.21974575219569	128.9166962160986	14.806697882897417	0.0	0.0	36.748648765936295	43.84375551691388	6.885639963992513	0.0	45.026983661692725	98.45006266811542	12.876949598640737	19.452869232932603	72.74908201754748	70.59640246365475	41.02050090409795	96.64550470286665	126.6517063623334	124.09009467889777	26.676672593362092	33.72171207910968	7.928779255790892	76.29343068979333	0.0	4.9186555485394186	53.65010274188297	14.22784116710034	35.87436315045528	50.36539104575701	5.840147428437943	42.85820531416892	33.99886648013285	41.46732749080105	0.0	0.0	25.22446763743436	14.637530926624887	24.77332708136467	154.11665250127928	127.16799103383353	56.33215834700541	23.798675612246615	28.813533574487398	22.288013360543246	29.392169558037562	47.41141689066725	4.129597859044983	12.118255691251912	29.811409258647352	98.9657805116825	74.74688542840687	27.333698841568037	39.88222622602113	6.092071429477756	49.39297218264729	7.327137546468402	66.4724215983985	68.90323209365309	76.48814277288582	14.465476594960093	30.220113137327395	0.0	25.306204075609248	11.032044377969026	31.987928092927827	0.0	69.78691152991014	96.17378988498241	23.38625807420612	28.109090916886643
HEXITOLDEGSUPER-PWY	1732.2732034652233	2791.435860789194	7235.2324297257255	1711.0136384394727	1427.6789747046564	1029.745289135708	6809.745095724871	1332.0945713645208	2435.7117701941615	4548.6391497618715	954.0717555090267	1296.191567095719	3305.318390086923	2951.494885045609	841.6777938800552	621.4946560042513	7017.985895452927	6790.059448348819	2729.0047437347152	5692.889553127026	7402.793022122939	6373.39135078808	5454.997034972329	727.798125779109	462.3680684139036	3995.2511426857127	4673.331844862003	2631.5584601268124	1630.3714474519106	2503.2964681216995	6788.273857487672	673.6142598002729	775.4476222549102	1517.7504913328125	2567.3639264571134	23.4745049082999	499.7878861706872	756.0525175859735	416.7964312861228	5425.627049395196	1095.7615913883424	7125.222680809293	5964.106497277808	5917.872541643463	2497.1817909497527	375.90392339636276	291.14896424962853	0.0	0.0	4921.400784960631	5990.57014746506	383.5268429148531	536.3541850021946	1419.992298978936	2165.7822154671285	1579.389797441368	2270.542911966438	3520.402014314582	681.3389086311138	8515.004548363628	4803.414012559572	4775.607826964276	2759.5232282253305	3480.802212101082	2490.187616230912	3374.570120904369	5018.466990888901	3769.1654244520732	3291.01424893827	91.00438106575052	2882.444059282342	2681.8792132683966	4648.038281223266	24.39878646163253	259.47204183227433	2553.8051641289408	1332.4339383649085	540.3866003828473	2973.568413073526	3323.7912124111385	3070.124954974316	759.1817297634824	1222.007426560212	130.44070392632284	106.3505263854314	3730.967924043563	3521.2617277018303	2064.404855015925	7224.314318466769	617.8007155117317	1142.5412428185923	2030.4840422427696	6495.784112391184	2172.8271235698744	1831.690068626279	2859.0488580670135	2364.40808607036	2613.831247531903	2440.1011939124887	3620.6787241545976	5552.449528628429	3193.6394096571935	5229.13812555045	75.16954113549757	5394.301540901823	0.0	4305.613271198126	4083.8635330736165	3349.549684905119	630.1471377028475	695.4193695780621	425.3633503932369	1433.783944560502	1624.7083731340115	6255.887566656465	4099.069144401265	2986.245979052356	546.4463155089239	3410.262775506363	3714.1375847686027
HISDEG-PWY	3810.7089041599224	5384.984427221485	2723.6978952504232	1849.0201674176922	653.6800124384856	514.3509144365373	3787.173587327466	2101.235855516991	736.6204902926135	1125.4632203930737	3681.501066369568	4965.566788212435	2527.874406250458	3017.768346989543	824.7786219748133	688.3125950356584	5668.784613739343	11368.497358196288	640.3772790663172	1980.2119563065971	2184.4731686297046	2262.4468891983	2035.3899927107977	3355.624515659552	3250.9219544572757	1211.6446366160092	1338.9843073833765	698.2064329536938	408.553837494588	1578.1912375632744	2041.8241123057703	8052.950078393085	9921.484844960161	1443.6894093700512	1913.4143758376142	1429.8974008427394	8366.341200492194	1365.1531073071985	904.2125033371253	1496.8683025263	1882.3679271384094	4856.630955558628	1707.0722695703869	3773.4918918918925	2908.029607206036	11714.993517947698	10047.824891431828	1498.0415433961866	1038.2144607303887	3349.8688980581355	2905.4071116495365	2480.533096916313	2228.1101485788267	769.4843713074877	1335.9557117899167	2457.090276403841	4410.012052341305	3426.934017408578	536.090459887518	2822.0736941232344	1137.9885751281847	569.3962465171472	251.48443873268985	7149.824453221553	5628.2477868054775	665.2073306635588	993.9069758366124	4645.868562448863	3698.0036440362655	9624.901600746982	3693.2034067929694	3580.379409488883	2771.911310867675	1271.7142191586786	2026.81978277003	2886.9998766641943	1133.1867310366465	3275.579823033479	3152.031921076997	743.7246326525169	538.4413110665422	1822.2850015784975	2508.816489408075	3165.957366494031	2750.1447581051593	1507.472752500281	1628.9345880246856	1393.6746638114334	6987.2525953718305	2230.0754701660394	2798.6650545961375	1178.4920572814774	3107.730259145809	916.8769529543383	959.3320909251235	1468.9773312485297	1257.9460346430897	2582.2111164287394	2305.9791735133967	755.6945629403174	1145.1270059602061	449.338584274662	1557.5382963123022	9116.842936206443	1553.294725906545	41.68865435356201	3319.965774695462	2132.750469688906	2083.7886734395424	1201.2515324707756	1725.302853222406	707.348362286383	1613.646241895283	1272.7249710236874	2037.3859306301904	1049.4769673537803	1973.399236515402	2171.7677223060455	1144.4432341675501	1186.0842837902014
HISTSYN-PWY	11220.272022760471	14476.68496508113	14218.40560797185	10160.41235005372	9160.56363821742	7788.673504108544	14489.2694829329	7460.875801380995	8290.598879847787	14359.398854833013	7168.267925155099	10273.173602021534	11792.855296649226	10793.830957734644	11038.437083816894	9930.818654791881	14729.84322516636	22515.049841275457	5939.645796016906	15263.186913298761	17217.86138600018	14443.990264891794	12360.694567808423	9918.727393763924	9010.690296768538	6476.730721286732	7556.398776537811	4059.5791703260224	2544.72598032301	6698.565264452525	12186.988446271182	10580.940208033991	13080.485292397907	8210.169935298556	11137.55519409799	880.1815566609138	1729.774721899054	4700.959239544982	4697.370545436894	11807.420144589165	6102.695175525303	18306.562318983873	12823.958844573583	14736.273047869996	13415.373540552202	22172.870588089594	17489.70132088162	2716.617645223304	2016.2952429825284	12085.342575364297	13976.133712910383	4432.299612985932	4867.121900828822	2411.8671646874564	3883.219912362127	8691.230476162007	12979.540460495926	7453.389544225756	1395.6338030721226	17714.54168478936	9152.250138222113	19904.80758807077	11310.762749506666	16397.733487888418	12561.517862731864	14059.895304475154	14779.302019627812	13163.915493445047	10662.13579339015	11937.00216651734	10468.194647000848	9750.55005951367	11383.996238678312	2539.2035724765124	5391.798514805773	10242.303911903251	4930.865343860999	8979.903357949583	13508.945397979891	12034.669549795717	11005.345645514833	5462.854542362415	7762.706678293087	4273.686190029178	3866.914463592716	9299.339654893565	7790.430321025174	6394.3339952485385	37918.52904177988	10297.521811378727	15353.523235197292	7735.337795513605	15392.69296488168	6122.717603805826	6333.539226608104	10287.6936841411	9143.461536873587	8449.790955419681	8169.556464603655	8975.551952234237	14969.211710004116	9490.962280924232	9633.841383155892	11073.832661296534	12807.53389145184	136.45570528595908	12050.0259102555	11197.739930847676	9963.363425503558	7600.948425117202	9907.207743733772	3296.3569029188757	6949.347538453229	7792.568205096694	13430.658164778277	9559.76301289563	13490.287385148182	11762.603185721155	10347.833442526824	9254.903932770385
HOMOSER-METSYN-PWY	3724.9353840569265	4943.150229207232	2760.4116614916575	700.0085722139157	2527.301168457284	1758.05048984755	3515.179162249321	631.376348538754	2032.7434063739095	3479.502681045816	2281.4160213088308	2913.5546928365184	2475.7518713809604	3054.2408743706947	2310.4785759001957	2153.5344239687793	1130.0413283095406	2572.353861627926	547.1478415866742	2662.689989868179	2323.5284452093215	2204.4785917694912	2347.3983673071425	3339.8996452157535	3010.039656508331	564.2471652319044	793.5037429607222	359.94683978222065	160.36773066189426	1708.5397129181417	915.9719119525281	1134.5477010375473	1145.5637402793802	642.5678875486772	950.0686706438357	188.7171790914137	1895.5920498155851	798.3171484505527	984.0184468801706	2093.1035820303946	788.192392622473	3593.4941873945913	2312.503316134859	2559.245539156479	3575.9050396557423	2859.354329692901	1716.4770667399457	30.85264161688284	36.221189714614916	1073.1300285018817	960.977864852115	1218.8425773142515	932.632213777223	831.1781244589708	1392.1142458851527	2823.1125759971983	4388.832020806301	770.4566512689283	63.14309754766807	4336.970530513408	1673.5628349771628	2832.758505325793	1784.8246768534234	1141.2246329382365	731.8880349778636	1383.8887153396267	1556.1778338316353	1168.6306449603476	958.6390115729047	261.6801116009639	1471.653354095211	1530.1384360483103	2648.9252401056583	453.75154881840723	553.5630175871017	2049.5558066493263	821.3954369638199	910.9085341415114	3687.5343587788616	3357.7359689408877	3202.1846802714344	252.08773380131277	307.22514925046664	75.8452658598063	174.21364853014936	1299.2710592550527	1155.6738047916415	1654.948854465029	7707.362653279427	2940.2061111432813	5236.098179788517	3564.090871691087	3560.6104161912685	1203.5419301869495	1208.5207158373364	1206.0271360739266	951.8817894349795	2535.7553553783796	2611.619073031478	471.9356767708581	671.5169585347604	2350.617868424798	687.1443334094644	146.147641777189	2444.0614127423487	28.480259549070997	2175.9899377228003	2441.704396483856	2271.8552962058675	1296.7002290356245	950.2994811530125	539.8633331367587	1123.3559234292998	1260.5294000106499	803.4191973488321	617.929316199229	2504.1794096770836	3210.401127095928	778.9443653788376	908.9259155557991
HSERMETANA-PWY	6087.12555150725	9001.185861978971	4485.322698878141	981.0795785157387	3470.384637145417	2569.0282616498075	6426.628845405812	1005.8145062678668	2038.5740634837707	3327.994293149333	2460.7277869290538	3586.4659434797704	3060.5993081582833	3729.693258103284	7107.427353291675	6332.827849531407	11219.565394103493	20153.715679309298	568.1395924037377	8078.516809382979	3012.7494719837337	2543.3624026152875	2753.98242448977	4230.978956017238	5689.687346883235	464.0522395079737	658.8932014383718	420.8384371741721	153.79485872298164	4494.7620455716215	1936.7436545975445	11495.279677849172	14282.023409024407	544.9009661337693	807.4556297503476	1129.7261701133118	3871.2218925369834	1130.0825358856905	2321.5507936061163	2845.3805599132897	993.2828284693577	10006.86320361465	2868.5329571269317	7784.637071669175	3958.2618022139904	21211.61531911464	17355.237342418604	1680.7950798125783	1134.638497740293	4936.305210928424	4527.475655704802	3615.3233225245704	3443.003044021344	822.2039500018237	1403.4696604234853	3137.367687594413	5431.51187918032	683.6479525600049	49.255476307778366	4315.207005073862	1698.850748909008	14525.592135563287	8073.438525682807	13201.170610495581	10073.461490858828	1336.6914527385272	1549.4005411360256	8834.326763234536	7158.849447171779	13090.016320292356	3888.903570296219	3818.1577069689715	4243.528618494533	1885.301304449584	1641.408847364316	3266.083135704798	903.0896571851895	2033.8175728354909	3910.5323005376194	5478.71612446374	4294.73778666988	3100.1504843307407	4323.27028269046	4706.873315970336	4205.7662299673075	1825.837910921826	1508.7614455889375	2268.9583240336765	10272.01719964815	6476.81532151488	8675.920170686988	4401.453286021987	4982.451496615203	1494.707998947793	1435.46880672675	1623.0017111218376	1417.606656132828	5287.177658631578	4672.562854869209	384.62491233049695	540.2039900471894	3137.5313586643283	1453.5030666026548	12248.144530120473	2845.800020227993	44.54191182675269	4930.982312616736	3483.8053960425486	3966.177216848013	1177.4630608870366	864.9750112634301	1758.1356360207456	2562.16329187668	4653.201649983202	2700.6865778644874	2070.0760183286716	2951.220972219755	4809.871365933247	715.0366899188755	870.9826929555894
ILEUSYN-PWY	14797.94631514632	19223.32351855357	19157.355084304945	13231.957102400198	15932.211838086023	14047.805156618258	19835.82085502765	10701.878018938267	11630.989295702531	19879.17811676862	8787.92444095271	13539.206463777633	15238.677764117492	15060.566054224182	14610.278394214449	13063.952057650515	17930.571644729454	28320.770913979286	7947.78295377494	20222.190935872804	22747.248040417002	18357.361529528334	15899.289720824418	16226.843893094383	13809.070103722397	10090.782011342433	12045.328248664906	5611.87817653957	3804.8614632105173	8919.554516524284	16853.814386419297	13422.767004138237	16576.62375420849	11933.447691807603	16129.463032392125	1532.8617875310908	5019.816042185381	6813.870656651238	6419.905875000183	15178.226805895061	8704.198094934969	23152.879924919027	16642.55765263503	18454.80700913749	18376.102971948854	27784.035312868997	21627.004871076788	3868.7576228537864	2832.230912235326	17791.670826271773	19703.080153681873	5937.354016822326	6786.9284831370005	3874.9493727515064	6093.745548360893	14101.846311344805	20091.181610256466	10960.126954294128	2146.0517432361617	24397.534948767432	12217.82497940494	27654.598182759615	15877.902215574426	20333.72376459101	15531.654492229438	19586.747933853752	20932.801847248556	17721.674033088133	14523.130458263662	14335.445637886873	14414.28054521354	13554.991950733685	17399.252574164166	3309.3792176389925	8061.17969538618	14179.659644556396	6993.948778546011	14370.700212779673	18215.903442652852	16742.88096953117	15848.03392373591	12951.447125337067	17368.766631909526	5042.342018444984	4667.477259250935	13679.612049027002	10983.245412967372	9681.61253992034	53808.39193586611	13466.696652840497	21067.400928993327	10011.251142619376	20180.15441609849	8837.935222831898	9228.211441134341	14614.933206237021	12478.829148377685	11811.855373441727	11862.404493046242	12548.355335833223	21594.13515899263	12434.232794217307	13326.823792084815	13129.18860024414	17569.82972834091	181.33910455836602	17622.900159713965	16053.016022280548	14293.925933267708	9976.981133955205	12779.739124558668	4364.764706117369	8976.786972241864	9860.232506216036	19202.877802190505	13321.094158283111	18535.24472793852	15757.624070444564	12895.575146336618	11588.684265929454
KDO-NAGLIPASYN-PWY	0.0	0.0	27.756732443331174	234.22349128638623	38.663130999540876	0.0	155.6465668430661	148.57034006263112	19.641946699969292	0.0	28.305290838957784	10.300550865293609	139.82891912103688	82.42392050311882	0.0	0.0	201.42452252056063	130.07565888325902	0.0	0.0	0.0	480.82242649385125	358.3865894518974	7.983585889265258	0.0	174.21153971427736	184.14198545290236	137.28592517434177	51.595695820338385	19.685332597955366	0.0	56.613394551425664	86.30058012022107	0.0	0.0	17.01267834384919	0.0	0.0	0.0	0.0	0.0	102.15408889218037	0.0	101.64139946528476	27.19902204781598	19.97092492043981	0.0	0.0	0.0	0.0	17.60498224070636	0.0	0.0	0.0	0.0	43.239297919707425	0.0	0.0	0.0	147.3970906655095	86.16014828306909	0.0	0.0	339.6249395047636	296.57664814796806	39.77002536065725	491.4229969069173	0.0	0.0	136.61900772617255	55.328155131990314	0.0	15.914520787246827	0.0	0.0	190.77446627559672	60.690271419831475	38.457040531948074	38.38860794451237	385.8233146063139	267.28501984222726	0.0	15.90556407176508	0.0	0.0	0.0	0.0	0.0	443.1707045877447	117.36265103005712	0.0	0.0	42.91585983881451	0.0	0.0	18.19550803150714	0.0	56.09358846218636	119.39601313989236	38.352896644166414	7.948919202078176	74.68100363843097	0.0	36.433767639761484	0.0	0.0	0.0	0.0	0.0	0.0	125.11363131696271	0.0	0.0	70.96638087539172	0.0	0.0	0.0	122.25344275949955	58.41649611888481	114.4234478082748
KETOGLUCONMET-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9887304896602247	2.5767435716801694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9915306273687774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9989832231825113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LACTOSECAT-PWY	0.0	0.0	31.86323782223064	9.516697673575354	566.1721655042057	383.8514283881632	14.96374104127875	6.352291114274037	99.99087969753347	150.8875242402024	38.74039600391795	46.416873223803734	0.0	0.0	9.960578434252984	11.822765048577256	34.20239432124852	29.484225916163904	0.0	139.88725231313262	145.12820626842986	35.75540368823166	0.0	9.413328825935567	11.908294794844043	67.09892290015128	55.5036577687789	35.60143016365506	8.76516737813209	10.625304557087341	71.20984329704228	13.995097685352208	22.612042989708375	7.579935812990491	14.355195410357164	0.0	0.0	0.0	0.0	47.57785287641426	11.821685645220397	51.516481459184085	43.67301128331178	0.0	0.0	156.86574860485862	71.32020648262925	0.0	3.3738651994497935	108.46661659762907	95.40142380481497	30.79154506774526	31.53953431001266	0.0	0.0	71.17068745873895	17.4079339147452	0.0	0.0	0.0	0.0	0.0	31.559834769202425	41.250880673912384	21.707415732308682	9.98812403019826	43.78461251321469	23.791133654891446	35.478534654605845	211.92914542048314	0.0	0.0	26.705253067036068	7.0468249534677785	10.433885458779796	0.0	0.0	111.27918447878986	47.54238751988681	127.68782388663602	0.0	23.542730276826184	47.00398074651028	10.985287561301828	7.4076479384746845	0.0	0.0	0.0	43.82241978589847	0.0	0.0	277.44749718353955	0.0	19.78107612788355	0.0	0.0	19.770487489959823	275.8351910722874	154.66302594115672	185.5279586208672	1.9992640268335709	43.24640712040737	47.53636414977128	107.64796430240581	82.6695832545839	0.0	33.83966362321608	0.0	0.0	0.0	0.0	70.99757999462221	0.0	0.0	63.299485413868354	5.990332682736416	0.0	248.1285006430645	31.627517284289365	47.28965837496747
LIPA-CORESYN-PWY	0.0	0.0	0.0	37.87428571428572	0.0	0.0	0.0	22.685714285714287	0.0	0.0	1.7942857142857143	0.0	21.06285714285714	12.079999999999998	0.0	0.0	29.714285714285708	10.777142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.742857142857144	30.194285714285716	11.268571428571427	8.32	0.0	0.0	0.0	0.0	0.0	0.0	2.4571428571428573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.920000000000001	0.0	0.0	0.0	0.0	0.0	1.1322482963927714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.885714285714283	13.062857142857144	0.0	0.0	50.605714285714285	44.41142857142857	0.0	0.0	0.0	0.0	8.220016892352122	8.000000000000002	0.0	0.0	0.0	0.0	29.22285714285714	9.142857142857142	5.554285714285715	4.2021822336475285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.017142857142857	0.0	0.0	0.0	6.205714285714286	0.0	0.0	2.6171428571428565	0.0	8.16	18.02050343249428	0.0	0.0	0.0	0.0	7.066286260524285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.81142857142857	5.554285714285715
LIPASYN-PWY	614.47	546.97	0.0	180.0	0.0	0.0	482.75000000000006	114.0	198.75	405.70000000000016	1397.0	1196.29	89.43	27.5	164.5	192.45	165.45999999999998	425.47	14.2	0.0	0.0	111.5	61.49999999999999	0.0	0.0	106.0	113.0	109.25999999999999	0.0	142.07	0.0	0.0	0.0	0.0	146.85	0.0	33.4	154.75	78.7	165.25	191.9	193.2	198.83	131.65	262.71	0.0	216.65	0.0	0.0	0.0	0.0	229.75	210.5	114.80000000000001	215.1	231.5	386.0	863.0	41.0	327.25	95.58	131.5	72.7	0.0	0.0	89.7	97.1	81.45	46.45	810.79	0.0	0.0	93.58	27.2	0.0	122.96999999999998	0.0	25.86	548.72	115.75	87.5	68.0	80.0	0.0	16.0	45.1	49.4	668.4	2850.8900000000003	41.83	100.25	62.0	149.0	79.45	84.15	206.79	190.75	100.14	0.0	151.8	192.85	69.71	0.0	677.0699999999999	130.85	0.0	93.86	272.25	232.0	0.0	0.0	0.0	0.0	0.0	94.75	0.0	402.0	252.75	159.0	228.0
