pathway	SRR8488421	SRR8488422	SRR8488423	SRR8488424	SRR8488426	SRR8488427	SRR8488428	SRR8488429	SRR8488430	SRR8488431	SRR8488432	SRR8488433	SRR8488434	SRR8488435	SRR8488436	SRR8488437	SRR8488438	SRR8488439	SRR8488440	SRR8488441	SRR8488442	SRR8488443	SRR8488444	SRR8488445	SRR8488446	SRR8488447	SRR8488448	SRR8488449	SRR8488450	SRR8488451	SRR8488452	SRR8488453	SRR8488454	SRR8488455	SRR8488456	SRR8488457	SRR8488458	SRR8488459	SRR8488460	SRR8488461	SRR8488462	SRR8488463	SRR8488464	SRR8488465	SRR8488466	SRR8488467	SRR8488468	SRR8488469	SRR8488470	SRR8488471	SRR8488472
PHOSLIPSYN-PWY	12982.05486754277	12027.437249023185	16527.097347855313	14895.203741438945	14612.856085219586	12211.101388591016	12810.70002153035	14048.681855965096	17619.836670959867	10296.365007652712	14269.65213771408	9255.137861205492	16418.401062763645	15547.139172705653	14591.302717547098	10703.216334460356	16214.206234782725	19962.3634324363	17153.144577268948	13992.015271061364	14646.032577859956	9790.588787719573	15705.985973948174	15289.471386512774	10537.186439930398	14057.691804907938	15552.606783216295	17975.026637078303	10996.60720204133	28361.315805279795	15648.80966426753	23418.531054199506	13728.616848865642	9188.038995238498	14336.590538775752	14680.809150682735	14624.845186568757	13800.324089167261	12606.056953836285	16595.81644052465	17015.65028213162	14565.37889854013	14879.536040160114	12076.444462673162	15553.466526961045	13124.319224973327	13735.815670972537	11077.696351413473	13614.619337800212	13450.716143460337	21407.55103155892
POLYAMINSYN3-PWY	570.3773022769321	436.74298885411	755.9330483873578	280.0960917877747	606.8871774980763	928.9773332648613	720.9873175672402	1076.4676696281651	462.0653033410516	602.5054156162511	650.0239133721544	754.6950276736135	230.8491629977753	956.6483315459385	532.2873137275786	149.62304388293765	1336.0415384562862	144.3718228358191	966.4135676675633	361.3446764623198	848.0171847991055	917.1078611354844	737.2440368520879	384.4257737849363	475.784110983208	162.81193580429235	795.5601629984667	1788.33750760699	634.8109410313432	489.83074744454973	985.6274423190278	1061.6195547000214	1439.0738270420645	139.27926094425834	414.3163465305774	712.9176921378249	248.77880437504857	428.88862818552445	1270.670945947248	862.332862301531	520.2150701957733	328.40153104256393	395.42205127396994	689.2940660801922	638.9846890801118	710.9396533193111	179.56951508729574	797.0644839289885	251.58750841003518	509.4562139695424	626.0077992812
POLYAMSYN-PWY	1516.6660320760545	994.744904420999	1618.8176920332921	1644.7434199833415	2002.7421976549074	1528.208505060543	1720.9278057611637	3279.7962324545224	1791.9163725771791	1088.6837468554556	2405.1809682280177	1596.501221174958	1788.1896612308033	2456.119793524249	2103.5300269741474	1800.5863270034802	2323.349278465266	3466.309664058155	2152.5563132761195	3585.0663633272234	2226.291861706173	3028.92108171288	1733.6750444854658	4394.299867174402	1024.4119371932989	1499.049772333809	1508.1627626404052	3297.1810168726142	1016.1001211094193	2152.2080040893247	2772.9458169835207	4710.782575667758	2167.43572415741	660.0477246602742	1167.0703708352562	1314.7869752891634	1430.19008800343	1124.1180588188515	2192.1941702978274	1790.7067561607041	2040.0452862714967	1244.0657797539357	1891.0668348849042	1863.89159694957	3026.172482487153	1730.0901407240956	1735.097555571677	1223.793070527683	3342.4335390003225	1244.2141284618274	2576.5485927790673
POLYISOPRENSYN-PWY	4074.7953792491517	3552.344067167276	4942.956845477483	4463.717512486607	4920.247413731689	5608.396558659525	4354.1629391736105	4309.291637657123	4208.36339774706	3487.206749226598	5394.280017607583	4893.326750144412	4333.803379469529	5813.041827509624	5486.445356207682	4258.1543509562225	6492.045229919547	4858.299366303373	4861.4765705274585	4224.64058494666	4293.356589500119	3033.2577642577567	6221.926305732529	2446.5525905640843	4712.099244815967	2278.9902718479007	4659.225503646694	10645.870368964652	3885.8835525380678	5139.3602719746705	3498.19719727479	7113.647734902233	9244.721993992904	2548.8143139304902	6126.5419725452475	5391.256760704208	2296.1798988112964	4080.417985364089	10884.854738674328	4936.0896621418515	4319.497391474169	3104.497085137233	2699.1845298374737	7277.424127584662	4165.268562234053	3928.0331366485925	1959.3933462759196	5817.859017585436	4775.787461054224	4019.001677641006	5561.216670120609
PPGPPMET-PWY	2749.544589671115	2116.5740129853	3990.986469152365	3572.2791230859166	2844.5460161731726	4332.798573930591	2874.792151849172	3096.8153976210997	3004.8800408236125	2556.0604520159586	3679.486527751296	3416.7270934552953	3669.2845593631805	4403.076303702996	3863.369784741698	3009.983394131735	4312.093691110218	2700.055822579345	2125.360243466447	2647.7732099711757	2569.8450401114715	2175.3742207703813	4718.343962506473	1951.0852833533438	3398.062680379678	1290.5442985470565	2872.173886917981	8667.920600901201	2635.2424597526465	4828.378980638473	2258.120652430109	4503.819863900179	7071.8877243991765	1920.5436993989308	3419.1464626521106	2804.889959254284	967.5649595088979	2496.699196413877	9471.885895770156	2423.1357430290113	2843.8607942281787	2301.524185499433	1737.1645745895553	5573.205964544023	4854.189565695233	2646.914990675667	1479.5017816753	4541.522961433465	3538.8598757990894	2992.053861310492	3454.588562812714
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	119.97138836521377	33.32215553858733	61.47414609551351	25.75053710562857	58.64171792229382	136.54823998111775	0.0	102.40125897797819	0.0	27.9845013242709	38.24645372469265	358.2906948014242	17.794310904454562	342.8235968636758	41.13095914227879	173.1206566117245	239.4673471908239	0.0	41.39412185220894	289.5913244592759	0.0	176.5812601811464	184.02608187607834	0.0	0.0	11.330822579150592	0.0	659.3780934577404	0.0	17.539476927960347	29.679274708202154	293.35295600059044	414.8126055873573	0.0	78.29944704744707	85.36470178401174	58.49310609142452	40.888466460679524	79.04813814105626	0.0	27.410616931695117	0.0	0.0	37.619235302607954	114.31976515652836	13.909309566039742	9.929879166626188	8.420169315878667	68.3053789566769	51.52659431382997	72.2663672919305
PWY-1042	18361.197391169288	15788.114142432498	23382.492849417536	21547.78453113497	20547.298785976145	18063.163810682672	17318.435458975433	19173.936766873503	23791.802840204626	15200.879738927732	21160.92131160359	15640.802623791831	21337.736956805125	21707.15710386072	20586.007163605667	17674.561225535075	23348.817606448793	28864.78146353312	23705.673459396745	19659.312155402844	22102.26365925148	14405.011818643357	24972.09459138506	20024.244215692	15659.316081781644	22938.22410577633	22289.942985735564	26255.913474622655	18587.04766935399	41467.59613403108	24569.308138567398	32547.96779991632	20097.80545470278	13498.190425517041	21226.75141263472	24852.722541021172	18056.47894116732	19333.228046865923	21369.598134763153	25032.774993149753	25174.321325819015	21313.271582796617	19830.622678918196	16394.097541882817	21370.032701628214	18471.449083908494	20977.245689658645	16934.70056728249	18344.605618863287	20103.300452318606	24066.95452657737
PWY-1269	1801.538223093818	1187.5080935657554	2098.403608930731	1826.5172591502205	1911.0027993995577	2554.0034672498095	2077.4142219560576	5713.516657802369	1734.8556009966273	1646.7490002428879	2965.9277619420695	2273.98479845	1712.431468465962	2492.293656597511	2523.444769560301	1948.6483100386072	2576.0935035132316	2638.933617499258	1200.8502420870536	4412.307293413788	1605.3350179119655	3266.3159826076835	2571.0560869910073	4671.847824026795	2022.0453828859684	550.6921396260733	1372.2209378688074	4961.593144322166	1709.8728370052686	1811.216262540391	1674.3861837439074	4156.722535716078	4972.990987430355	885.1587122797278	2634.1069190269677	2023.8370049812581	917.0950675065027	1605.067996508526	5896.604612538996	1821.1366895731223	2086.3352397520207	1308.0369450359728	1413.0249650200299	3847.252135285473	1177.6716438626308	1640.3389405532378	916.9530626400945	2638.2018797846677	3070.3231424683486	1574.7179098184527	15184.81618986269
PWY-1501	0.0	0.0	0.0	0.0	11.180513266637668	21.3494175828042	0.0	0.0	0.0	0.0	0.0	27.75123424956805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.61023702434361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.9592930881828	0.0	0.0	0.0	0.0	0.0	196.7439657226356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.1899802515009	0.0	0.0	18.819460114369367	0.0	120.12414241797057	0.0	0.0	0.0	0.0	0.0	553.2130343502307	0.0	19.552872034891042	0.0	0.0	0.0	46.01270589834812	0.0	0.0	0.0	0.0	0.0	788.061907092575
PWY-1622	1950.0991884162022	1805.757182684463	2748.670413375736	3131.6663498343537	2046.9917266272737	3041.4290364383246	1486.0033628942226	1894.301948776452	1769.5902907975246	1713.6803788968814	2037.2373146219666	2706.4494414454334	1895.2335721990428	2643.221371421694	2023.4480830005418	1981.0121503089774	2960.231752424373	2925.738105309826	2675.162629367707	1922.402538152291	1862.0832871672458	1699.4869525507404	3483.845520268233	1844.7839543279429	1612.2861071916975	2106.09144517945	2597.6764532750735	2905.7032818527514	1863.2944221675116	3709.100768237557	2715.0722131248403	3685.6066739937455	1931.5443351582392	1478.0309097107972	3131.36434622536	1827.1517897238439	848.7012338781673	1488.960845051262	4201.145690422572	2181.1175152740216	3645.257842788394	1503.884785624409	1956.4772459367216	1464.998218796184	2337.4926942998836	1840.4487936887049	651.0930891069412	2136.0682204895325	942.1790600847066	2232.4119122743164	2026.8371687419162
PWY-181	438.1567539830546	90.26497320652724	488.80047290918736	366.3524805872381	290.14178378473383	394.6042377749319	203.25507544411238	446.27403662950746	425.0417010330756	619.2401511627714	818.1061918294516	1534.7788523682048	489.739574621547	942.2476629140989	422.5912046854449	571.9198928970989	488.06107329403216	3256.517534745813	149.237544258524	214.06365917513756	582.3716245089965	2071.9146825200983	299.01174645618715	162.23900210975071	369.0271835814476	1596.7407129318426	51.94556082983358	2113.061375639009	68.66916711511377	931.571392037444	625.5139924992969	948.0333957776218	1196.0144215556552	155.54241888077442	289.19858262895633	165.368648809773	453.1592991694049	67.90807216064316	3177.5879203992363	611.7018310337927	1025.8906108203846	187.73977827102158	123.0018753309071	102.66773156089066	281.18778016558633	52.59362738694626	140.38622640174646	36.10527813456312	257.83429535610026	36.19428821350121	2620.698181593169
PWY-1861	773.1771082289351	2489.6000475525466	1727.056124779336	2479.7385722583367	1400.1084483450231	1142.222355306531	1789.7369338583799	766.1299502093021	2170.114470647569	614.5770710522767	535.0882416046946	1325.3336097571462	1385.4366064171563	1373.2062900224537	1606.4579605445313	925.297617647932	1988.584119261103	2020.4798207824883	986.5576892400295	1587.4276919246768	2595.2758001315674	1498.1901152559656	1786.5755185920027	648.2114175069422	790.147718204164	1579.4779456188915	2537.187344165746	1560.7698611407227	638.2628556436953	4349.880920786871	1545.2605103072667	1707.2541158359288	1299.77576517878	927.0548989979598	1982.9446227253113	803.2607077624712	649.0732178207959	1462.0741852331987	1344.434600949798	1412.4266097414036	1130.8016790201327	1762.9013255716534	1689.8814155344123	557.8382732649735	2464.0123714759466	1612.3772866043544	470.1636943518708	1285.9744635985712	963.2075960053668	2239.179793555338	824.3830894827489
PWY-241	234.72839664064247	398.14547391506346	1180.9322399465354	1119.452112090417	935.0762399225047	234.71192491739018	239.35254598627515	523.6865721152986	278.15626663198094	208.0282586855534	279.45417539911995	738.6628136253385	607.621539174645	887.6160082654657	308.2020784371617	214.40029136497853	745.6392388918139	1430.3508975494294	550.6361218657713	531.2585811689955	768.5681282787832	1094.5118282349276	390.2310290893503	323.6534272743062	216.71705350384775	480.1807487250194	200.37586572868852	1595.172602382091	25.61728977023555	725.4753757340562	944.0719463310523	1150.4440668102252	1098.9014705467525	549.7195398633957	454.5596474096557	364.963569272308	177.629519409785	122.26329068252144	3222.6012646017675	509.52271763757324	723.6421571432963	809.2371245433717	460.8707780229503	350.2653970792111	738.0664590539541	771.0447161118265	550.0167056221527	1262.777031742034	600.3855521217638	801.7617520842728	1720.9130244652779
PWY-2941	1956.3386549821157	1315.2990117284257	3942.046351863251	2671.994842241345	2396.52099812193	1294.970432305089	1337.5841235486644	1507.989131731532	4211.908439536124	942.4425294336929	1821.9952602704484	1058.7945843148987	1492.3132723348615	1011.9708052064761	1839.5258735047626	2113.6784480594656	1933.0886077579673	4970.561657314209	3272.955160962342	2759.0973261143913	2220.7413566573073	1066.5552649892127	2414.9446213066135	2193.977920124089	1606.0477856819207	1893.2353343400475	2553.915256360618	1066.8833333771454	1439.9665801188012	3394.5915403180484	3784.7819961811647	5207.393488808191	1011.4819179673539	1844.0346650065221	1451.5768622200296	1349.0831242800907	589.7618292655281	989.544677458364	2098.535225640247	2636.894145718658	1621.3566207328865	4227.819413127332	1821.1662729400643	1724.1113727447068	1867.9474345534577	2192.2677935014754	4775.750073169625	1449.5372958770379	1681.8333871411664	1761.2082048545115	1148.2155670701356
PWY-2942	12299.940090870605	10798.306251247792	15516.870647914006	14042.005520733257	13552.28781892262	12016.871853788865	12014.9448319943	14498.621031314762	16047.536115397535	9901.44677174725	14255.78451880484	9406.383312932136	14589.30103435734	14952.693444937853	13428.936143137205	10988.958284176428	15441.76886384598	18818.588949823854	15721.582955942635	14156.836222726613	14745.24038543565	10050.927779880345	15422.556522103732	14875.815728184663	10499.710147180602	13350.036546533522	14530.834937857428	18189.946918398342	11486.353357616203	25131.047028458517	15564.25118718283	22499.078786139136	14325.432076151608	8852.181474998217	14083.216166849128	16538.811763812184	12857.65270399282	13272.68058354412	14038.073360894567	16263.549329104275	16749.93834971804	14120.432085020935	13438.008397379012	12107.856615490862	14015.84972679813	12410.60742761743	14730.000581902063	11161.61622516997	13367.727002133952	12479.250137096215	20277.457512022895
PWY-3001	12451.495305416833	10754.24855967674	15935.303834461392	14291.189493930413	13299.864821269577	12420.908524771534	11328.964975504161	12406.221999249543	16381.323659090207	10013.395179313151	14204.561011410071	9695.480514777639	14734.49776853875	15005.836200979313	13385.305683264709	11117.379414382645	15750.03950178933	19388.564984832254	15832.498728962613	12543.277272920443	14763.380948463513	9152.913693645949	15213.179490950248	13026.146928494049	10626.325913210747	13990.945939129342	15052.746844034553	18167.32792509957	11521.207341502744	26126.110811375835	15316.882754835053	21209.846188238495	14253.421880808655	8668.995484309506	14858.223802491088	15511.859842623684	10355.801869922017	13389.580531767382	14170.584838597075	16360.053831255093	16862.602599790094	14203.96670366771	13339.256225704554	11267.27394157039	14834.685550871556	12378.647482356639	13202.88973706488	11277.479244082462	12812.952603015734	12443.672393846953	10993.893245193214
PWY-3481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.62234979296747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.3875933058648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.584676192071152	0.0	0.0
PWY-3661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1049.6000419154705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	910.6881931602705
PWY-3841	11011.42589275491	9972.869345281604	13716.910131736868	12390.123880513944	12336.071591216658	10555.000707121702	10711.26200080704	12845.430155930477	14886.315931043833	8777.024265495229	12539.172144563518	8271.581003295933	13232.48656511098	12939.247375816223	12693.826404923275	9509.042916372384	13808.721480008897	16748.080134321783	14219.875083070294	12423.274478899406	13372.666640465257	8574.91832995481	13693.194790795756	13340.725302343482	9252.767917445244	11262.782737588253	13064.759121053557	15609.482081294687	10198.522039666988	22479.74648028391	13652.934563243292	20016.596513480148	12153.892242252661	7708.044278246604	12496.204615473607	15134.967020145072	10907.78877687929	11688.590927144469	12119.98060954102	14666.48580351361	14836.541173407895	12652.44753097161	12593.383126448593	10645.602855973888	12532.997612895591	11021.28128806809	12176.348100853125	9747.570555023543	12183.76435113192	11215.420790380775	19137.866037666066
PWY-3941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.18402373762829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.517585740527664
PWY-4321	0.0	0.0	0.0	37.82636303608868	0.0	0.0	0.0	64.85296905521618	0.0	0.0	0.0	0.0	0.0	159.55636027004599	0.0	0.0	0.0	0.0	19.096440415723297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.2598274170693	0.0	0.0	0.0	0.0	198.72867575361494	0.0	0.0	0.0	0.0	0.0	373.0244696285273	0.0	0.0	0.0	0.0	0.0	41.22603667952367	6.786498900858873	14.052833835091686	0.0	0.0	5.757819335557283	24.960297303354004
PWY-4702	152.4193548387097	73.80251589341269	57.072700929003666	37.63140173666489	44.87168279737746	48.07851658699117	106.65375125651101	75.83960314179413	76.86075949367088	57.986027780060816	136.92485549132948	90.35315415680267	38.839285714285715	58.98034453290155	127.08512876456152	199.367396593674	201.49831655766891	257.9888234587189	81.66920650869407	86.61917835571306	125.58564667655577	70.12935373976713	53.85331004921416	16.93323011418618	75.60471188997853	197.58	117.29061067805242	173.09707036140557	90.72609131441607	69.75520521519324	54.294435419893475	240.6034285714286	151.25987525987526	41.789554728602596	0.0	0.0	30.54545454545455	54.1045446978525	557.2239540607055	122.38944553815413	110.51121076233184	39.16530689092507	21.560847379001085	85.32960947657341	0.0	18.002799813345778	19.772727272727273	0.0	0.0	24.11472354524746	17.525622254758417
PWY-4984	546.1308037762277	446.2131108726636	784.117780186146	232.9626186620965	560.9494558337585	1065.7649454034206	734.8452568281973	934.2842962539847	407.003562065684	668.5111388395724	576.0600758036402	760.6611844087862	188.71929507694324	942.286772554651	464.7665118564543	117.61019677750787	1474.3473342201441	111.56138021567615	1015.3897309237093	288.17665454978606	839.4269986387787	828.750570543477	1029.5493276970733	304.5236093427893	482.0055766542894	132.2568222948451	852.5056304131838	1952.346969851837	676.9639881979258	430.6388795593846	871.9442162904045	927.323954483861	1725.970134788133	122.76632590217484	754.1863483490141	797.1029893432991	217.71802540222836	424.06760174662577	1299.844170008915	903.5297080522798	458.60114831605244	293.2507041303648	338.65467508889157	642.0656775776931	554.2068035416272	678.3778373008577	148.0750935053602	1142.1880096672423	196.7610088531122	517.3065780076638	507.22946569094483
PWY-5005	1126.9359376041466	349.8340426955318	605.8488193689345	1311.1456195928622	1245.267494796472	964.1384469755207	1915.5497337902086	7128.918968432642	1394.2828286586332	950.5984064429618	2191.7239649994617	732.9368337443779	1109.8328406340377	1253.2652876461618	1807.1656777054425	1354.0673331522514	1293.1840017066709	1381.3839297361794	1323.6243481452386	5584.534600002366	1100.2658673932149	3469.373005113532	379.3047217869702	5888.437950870554	891.1623760630878	324.7024285833447	303.51318111270933	1185.237081541726	959.6465527557453	643.4346241669117	1726.4788738453794	5025.987987473385	1177.3646116270718	206.47210984737262	286.99839445132744	490.571181563991	845.6900409380306	351.0367230018742	165.93055582948801	990.5276118616601	1383.752821399369	815.5022716178165	1541.2564854077975	1935.6658092256646	280.3637478767085	1388.26382077218	669.5944845917617	316.1605155319787	2969.3444986201107	611.9487291847382	17940.3334072522
PWY-5022	1080.9551907944058	965.6349889182594	1461.1199799509243	1201.4005850564106	540.6865573685214	1016.3526882431279	981.7925428545238	874.9551251340314	1101.5409806279727	589.8398357961149	726.8869987962355	570.0745266461929	1245.290890438573	1310.2207389301495	715.376472713483	746.7209150858175	1368.311811161555	1541.5877544111224	1114.4892317661613	1208.0260471734796	812.6600234618627	799.8051154236982	1057.4267898818355	1040.8766041812407	526.5607611200563	587.6174946768479	1146.4169712245325	1718.4032453135305	366.61085634785877	1716.059992808385	1548.6617794692518	1276.4226679419673	798.9919550169998	633.0064410463157	461.2132791713416	611.896842097122	299.7222971701477	804.8523122209442	896.2170809646047	801.8851333292652	1229.6180461443373	763.6261085786351	798.6020922186334	603.7468461844197	1012.6045557554439	1029.6715684895885	289.2503027811772	388.51972271166386	515.6334616618175	709.9485446060788	704.74365807147
PWY-5028	77.50223084105083	0.0	115.94062345446501	32.176773776869936	49.20009287197446	0.0	0.0	155.56717714256877	74.1825704008896	95.23063516642061	126.9669484703642	0.0	0.0	377.87857462504746	48.31934891101715	82.56708022754981	0.0	803.4815423264082	27.192768351938764	84.08518695348131	107.70826478463502	108.6148460690956	90.87220980927734	25.961359685722442	65.92838781616919	332.99063597646415	0.0	1114.932656416889	10.77646873211992	115.41751731047961	0.0	274.9534585471309	480.5984419954084	0.0	0.0	0.0	38.80402064091268	0.0	1700.2044266049238	94.58355394460968	157.01311824735703	31.05265801480838	16.49519151798495	28.903463603929175	140.00475691486042	41.705609426364354	32.266824746310185	0.0	29.44630125120172	176.03068854927955	178.27682031547772
PWY-5030	1712.445706130776	1346.0241125375032	2044.999993499675	2271.79449783125	2097.1609053687093	2600.606510570119	1528.402793228915	1783.641984690015	1295.606561612446	1685.2925967662184	2111.521721155346	2001.663767015453	1493.9448212055997	1966.5392529613036	2025.8379170492908	1821.7114827351236	2433.654439867079	1848.348708567286	1805.5321815696022	1233.507473872839	1210.0658665578255	1250.2683352388228	3520.782128428038	718.0859721161977	1379.2316026205592	569.1382724776238	1349.4360606460548	3450.0404499056963	1725.2448598474089	963.4683679966337	2122.7752527355983	2363.466641782425	4500.735069664512	829.747091466016	2475.329942659751	1996.2236244379737	973.2538848678752	1675.7930096707066	5090.224195010742	1809.4159650287631	1784.577169163865	1174.1676580616297	1137.0284076403375	2133.548317021552	1216.2056161205421	1672.9125662830845	316.7751435772024	2955.4546841665324	1204.8560004819672	1456.8326014773372	604.3689985382047
PWY-5055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.090226907293594	0.0	0.0	0.0	0.0	0.0	26.80548356075784	0.0	0.0	26.866601468266992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.22181435066569	0.0	0.0
PWY-5097	12390.81228494765	10684.065051997917	15780.396563792392	14253.08758656938	13249.704871928221	12476.311086022002	12038.070633623522	14736.196199403497	16001.194790393716	10281.9552899523	14674.569804427409	9933.774865791873	14894.257674397682	15255.465084852558	13810.069251636265	11476.116454369812	15922.172848697972	19148.446355746622	15649.943120152935	14123.399060111526	14673.873465899838	10168.060153853901	16092.309755135353	14947.630111498396	10914.828412298044	13617.300277485245	14979.62021536011	18442.58342396476	12797.70184412646	26039.92163974088	16636.943851553973	22361.513456419925	14515.072307475693	9071.406974392696	14706.788747665147	16768.124340853963	12754.651430531256	13515.489579027279	14241.96103592655	16508.790794913457	17593.03550559083	14027.484597216964	13379.714113423679	12219.094241081646	14130.775336836161	12634.700308396612	14363.723716743061	11272.301917934148	13315.014828442629	12655.059971350605	20223.028008851266
PWY-5100	11847.576446718802	10183.016310718825	14866.385546405365	13850.852434446428	11284.72352989611	10539.776364451156	10989.216677813616	11752.618999341334	15921.213908697777	9277.030089403172	11595.385376956387	7758.030935247518	14057.49973365989	12781.818133918607	11872.63220112932	10018.371429036097	14567.244663247608	15782.621074545052	14149.932380163746	12175.315734663547	12590.703574346015	8685.95484280508	13338.793086076515	13172.119806242928	9013.321545996603	9844.639140835488	14369.292847604629	12732.38061527531	9896.056094727262	27616.209408655894	14495.196186665284	20658.377568990563	9959.687365070715	8897.613286335592	10534.029387186203	11562.680278463255	11880.829668912658	11160.226584190632	8043.889602866387	15416.812889959861	15335.139125915084	13646.653000721217	12331.585484361776	9671.036400566261	12485.586533345133	11376.276727195604	12843.088128853562	7988.472472878702	10977.121308823414	12346.663900427688	9093.871904346375
PWY-5101	1884.3274561508426	1942.368191330524	3170.9677772044824	2905.6028047415443	2457.798080061819	4473.738889699289	1565.4806353716776	2839.080687826783	2169.4074899198868	2449.0016984005024	3819.715004660459	3236.9932964227373	2078.144024073645	3440.622757067097	3488.791216946403	2606.9469854555773	3317.024257374737	591.9925197374337	1400.1166482354836	1380.165971304998	1761.2084068892868	629.3427369632371	4273.021882478406	1322.4650731395654	3810.2001603358353	279.7131063101089	1964.8242199910364	7445.939447227515	2712.674141105531	828.1108865046473	1950.4685955174837	2976.618558204429	7492.398319110003	1424.6503499968392	3963.246353379074	2240.601537906204	606.8575249302911	2292.8077980682924	7445.417970657346	2353.129378789067	2563.987039604111	2048.163177900263	1458.0496387642102	5403.845301257089	1856.0979571396997	2389.9856996848193	305.7596190505988	4313.754721861611	2987.9950382789443	2168.24954848691	426.64712658022023
PWY-5103	11960.762232937273	9640.939418574244	15046.335083060461	13369.680879489073	11854.783826418248	11927.987165207438	9966.31196197292	10248.026875249356	15550.889794428933	9839.399977876188	13632.496621851067	9595.801440142197	13866.359255259467	14560.721152480693	12075.089513941515	11079.392791737577	15345.453063435183	18631.679940086404	14471.388038873714	10743.707002620515	14714.570393280454	8273.715088625397	14940.871074243962	11024.65243406349	10285.687872442926	14490.388833251529	14772.850435308383	17159.561806385966	11658.060656287644	25113.34466333752	14653.908401413393	19339.251677122586	13269.855531110228	8290.60674423396	14591.073009956073	16855.80582855597	7152.1633511080645	13105.191297003268	13383.591297884423	16120.816365260604	16639.519885340032	13672.979944943592	12225.094859579256	9813.181406728694	14721.178438830308	11596.547599136911	14398.154962452742	11009.977245851385	11522.065864388684	11740.385925694449	6748.6130068573975
PWY-5104	0.0	17.348078664633338	43.357355570811976	102.98821874577848	54.443946666193526	71.12552881013683	40.181279796020114	107.5789813732013	0.0	0.0	0.0	57.851632383895335	58.493591234507356	232.6745015461243	0.0	0.0	30.36845357461	0.0	41.898802892610995	30.018215437353668	73.42916140133192	0.0	70.27627034903061	0.0	0.0	0.0	9.742057926712347	463.51746518087054	0.0	0.0	29.76563345609216	124.55125268610867	295.12062191775414	25.208781377163028	41.622888555494356	26.59603710491051	0.0	6.148320589895159	733.8974885823956	0.0	20.427937228810226	0.0	0.0	14.871532697115024	152.4112615858192	26.062636139619375	14.805704812939386	6.538075864876	29.422521804757178	38.00651483291073	338.8972350194014
PWY-5121	12116.3514886977	10723.135495446562	14982.29817364984	13489.057326936694	13213.53177192999	11502.542597590047	11796.361786205089	13719.987098643049	16014.935537706417	9619.07118456266	13473.626543369992	8589.696599949471	14538.018056019075	14151.42968122472	13426.491949403124	10139.713545425744	14902.187806865371	17783.444552358964	15511.030744548696	13001.722414955595	14531.704497107208	9185.684581742466	14383.825955692742	14125.098085767073	10083.60943921251	12222.566754231768	14101.480213336086	16861.462627555426	10393.066456979524	24647.59856361081	14586.7580963277	20824.900260395443	13263.805898932756	8150.096925803277	13420.269343417254	16461.98838641269	12444.184785023434	12717.778062427325	12379.777516506052	15679.801488706487	15756.011817168754	13776.201824867576	13548.661235192565	11729.72611117139	13422.241558177304	12059.33646771151	14293.937215410002	10489.735045465237	13135.769931959945	12081.867884766487	13975.083798507269
