Feature ID	Taxon	Confidence
ad89a9d5fec4408fafb73e7225f44d08	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9996804430773374
20a4ef09ca6e01e1cc0421853f672b7e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9995961598846285
ce0837f50ab0a7abc73bddc82e8b55e6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999967289342255
f674778ad4f6d705a269ff2985b23f5e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella	0.9999945023465825
f330a8d2204597dbe97585c4185570bd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9838389607905068
73095392f7c7ecdff313b8558644334c	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9990480412349343
4d6fe682a4dd9aad8decfab830a193e0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae	0.9347522744559432
3fc4e1ba3ec8c5224060431bff321530	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Epulopiscium; s__Lachnospiraceae_bacterium	0.9999999914677177
885a1689d41a7253eb62cb6e0ab97aea	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.999972997030759
ec6c9233b72090035eb87c6ff39a84a7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.7911547973654571
51d884cb2660dd8b33068678bad40357	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9999144861925247
62b2f8b995cc1695ea21eccbaf6bac87	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9963845357468029
7ce20dc0d050d5b02daef50d77765562	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999609352835858
7cd4efa29b942711d9a324e442bd9268	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9996566071000056
3534b4be198dac95882f6e730b647c60	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Eubacterium]_hallii_group	0.838870912665012
f2cbb29998f80ea0d81f9cde98ee136e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1	0.8717824705714716
777dafa3e5bad680cc5a2c1418e8b728	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9982629225958418
decffcb0fcf62f300f07195d5c18e760	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.99998035760759
b63160ce9a40399735fc54217006845d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.998816009671136
f1681bcc5274382eaf70ad85491c837e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.999834552909222
116a9efec347dcdd9a424cf8c3dedc4f	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.8449280832611696
51f7c8ee44363f94d016d6907b20aced	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.999914625091468
06858df2fbd352aedac92c93a62a4b5a	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9993752140319236
2ee657e8d73105fdb87313a047117230	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9997151478061919
7995a612a6216f9f54f123fad99d4148	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Trichuris_trichiura	0.8468938167268233
707940842caa2afe60491008e04a8173	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9984717218128278
edc06e5f20535c71071803ccc27290d8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9995201894832383
49ccd7a8940970edb88ea1b9939e2737	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum	0.9975214594429369
572be56789b840dc21f0dfad380396b3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999007904622905
eb4c910863320282fd9d8c743730532a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Trichuris_trichiura	0.819014898849505
a00b4fdac316fe32b233507d015a5712	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9947936962676517
b74ab6944f5a7e98a99e29bcbea455c0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9998977494888156
bc9350a59b80d8d6ba12aa3b47ef571d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9994158128526969
8000299187d8383ff52cf5c58c828400	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9766954172339047
224d266b147588a000917723c0268775	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	0.9856748535311655
a09c0e8c314bd987a8c6f60a358f141d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9982222219272352
6b6d13f1332283e053c18c3b7774b85c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Trichuris_trichiura	0.8239510997547658
400ef329b2c43b49217289537bb77633	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9986625721662014
990ca7dc83ec1f7499b25325f985cce0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__bacterium_NLAE-zl-P344	0.7065939994840786
4b9aa83dd2faf0fde6d55a983598efad	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9945143129073306
d09040ce60a05f8ea85af58082b595d2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Trichuris_trichiura	0.8611044164627089
5287d8ae64d1e964b0bb7c203d98e154	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9948599989494837
6343c15ef6a0b28bb8d019ebbcd0a55a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella; s__gut_metagenome	0.8702587955244092
7862462431c2d710680a356852bbcafa	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerococcus; s__Anaerococcus_rubeinfantis	0.8845789489940613
47d74904a190fe918c6eea86295320d2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9951745014342296
6c3b86997fdf64c3392f4cedaa82174e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella	0.9762751277225497
1d2b00ff8b7477d2b6c2b8043f7c9d31	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__uncultured_Peptostreptococcus	0.8351354351494438
25af29e1b2d121f8aae468d270d75518	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9998172789769153
3adfcfa6caaacaa41dc7571330a74676	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9960653019832802
675d47d0e00ce464efcc06550c8d986f	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospiraceae_ND3007_group; s__uncultured_organism	0.7088178431995805
d6bff94349f93df9c98368bfbc740ed0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9990534130702448
a76bceb8556d98d20da8b2e65d2a974d	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9991818628963713
3f3a0eaeea9c0690b6ede1b17b4fd8ce	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	0.9690630806109728
a79603bb90824ed6e253837fe96c6c49	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9758957507273962
a3d7fc693464ddf45791982708fd4142	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_stercorea	0.9952316519015169
070175299e62656222c1900a4edcc5ee	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999713683341431
b978450e75ae38f47e8e4fadc48bbd0b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9951017074196722
8f5861dd05ff347032a565cd7ad31870	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Fenollaria	0.9982163837420861
3a893286e7a8c6965a9be85b7ec43c60	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9998446086773618
090ca2f93cd06261fbdf11f905df0717	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_disiens	0.9534383564653182
365d40757b7a146d54fb57f51f28657c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.974049354259319
17fdda78730bfacccea7d1b032ad0de9	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9984722765620135
e5225d9ad60cd54861511a228f4809fd	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__bacterium_NLAE-zl-P344	0.7065295684569696
87e78246820b532cd7477daab3b52ad9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999796130655608
155ace0850fc88498e3c881bc5252fcc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999155337006925
d91b5c77b23b27230a16c7dc4325f4cd	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9998848481737806
3678d26eb8e3fd26e603acd051347085	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Finegoldia; s__Finegoldia_sp.	0.8091083778398546
fb6956ecda12a8dc652b1866dea12301	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.9997116879639121
c4dd6f812a77b4e9a083471091576a9a	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9968420414889975
0246885cf7157b74ba80daf1b827b996	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999160582455939
3c018bbaf1c6dc4842da65dc071bafc0	d__Bacteria	0.8791148667377913
